General : Start date,11/19/2024 10:18,
General : End date,11/19/2024 10:19,
Specimen Notes:,"Red, 215, Print 4, Object 3, Seq 3",
Test : Rate 1,8,mm/min
,,
Time,Extension,Load
(s),(mm),(N)
0,0,1.72074
0.1,0.00784,0.57571
0.2,0.02263,-0.77778
0.3,0.03755,0.94328
0.4,0.05198,-0.08653
0.5,0.06597,0.57571
0.6,0.0797,0.11567
0.7,0.09328,0.38213
0.8,0.10674,-0.11945
0.9,0.1202,0.12429
1,0.13363,-0.19234
1.1,0.14693,0.53339
1.2,0.16024,0.33276
1.3,0.17354,0.2105
1.4,0.18692,0.53966
1.5,0.20025,0.15094
1.6,0.21358,0.60314
1.7,0.22691,-0.91807
1.8,0.24027,0.01221
1.9,0.25362,-0.67276
2,0.2669,0.27241
2.1,0.28021,0.64703
2.2,0.29359,0.2536
2.3,0.30697,1.04282
2.4,0.32032,-0.06616
2.5,0.33365,0.42602
2.6,0.34696,0.43073
2.7,0.36031,0.01378
2.8,0.37364,-0.20331
2.9,0.38695,0.43935
3,0.4003,0.13918
3.1,0.41363,1.23091
3.2,0.42691,-0.16726
3.3,0.44022,0.49342
3.4,0.45352,-0.11788
3.5,0.46688,-0.07478
3.6,0.48026,1.053
3.7,0.49354,-0.45175
3.8,0.50689,0.12037
3.9,0.52027,-0.31616
4,0.53363,1.26775
4.1,0.54691,0.28652
4.2,0.56026,1.01852
4.3,0.57359,0.51537
4.4,0.58702,0.25125
4.5,0.6003,1.11414
4.6,0.61361,0.74813
4.7,0.62696,1.00911
4.8,0.64032,1.0389
4.9,0.65362,0.85315
5,0.66688,1.73484
5.1,0.68021,1.68625
5.2,0.69359,1.49032
5.3,0.70689,2.33439
5.4,0.7202,3.4849
5.5,0.73353,3.4418
5.6,0.74691,4.73416
5.7,0.76031,4.18634
5.8,0.77364,5.87213
5.9,0.78692,5.79768
6,0.80028,8.7053
6.1,0.81366,6.44817
6.2,0.82699,8.31108
6.3,0.84032,6.87687
6.4,0.8536,9.53291
6.5,0.8669,8.79465
6.6,0.88026,10.80176
6.7,0.89361,10.46398
6.8,0.90697,11.82688
6.9,0.9203,11.65289
7,0.93363,13.0009
7.1,0.94691,12.35276
7.2,0.96019,12.95309
7.3,0.97352,14.64907
7.4,0.9869,15.05896
7.5,1.00028,14.68434
7.6,1.01361,15.85288
7.7,1.02699,16.24161
7.8,1.04034,17.72206
7.9,1.05362,17.4407
8,1.06688,17.87646
8.1,1.08026,17.71971
8.2,1.09364,19.9933
8.3,1.10697,19.68138
8.4,1.12027,20.40867
8.5,1.13358,20.75586
8.6,1.14691,22.77317
8.7,1.16026,21.34287
8.8,1.17362,23.1039
8.9,1.18692,21.4667
9,1.2003,24.21209
9.1,1.21361,23.90409
9.2,1.22691,24.53028
9.3,1.24022,25.67453
9.4,1.2536,26.45825
9.5,1.26698,27.00764
9.6,1.28026,27.64951
9.7,1.29359,27.70751
9.8,1.30689,28.90582
9.9,1.32027,28.82902
10,1.33363,29.2154
10.1,1.34693,28.97871
10.2,1.36021,31.56657
10.3,1.37362,31.05558
10.4,1.38697,32.29622
10.5,1.40023,32.3119
10.6,1.41358,33.56115
10.7,1.42696,32.73981
10.8,1.44034,33.66461
10.9,1.4536,34.34958
11,1.4669,36.13648
11.1,1.48028,35.87628
11.2,1.49366,36.40686
11.3,1.50692,37.85205
11.4,1.52025,38.25332
11.5,1.53355,38.76117
11.6,1.54691,38.58875
11.7,1.56026,40.03473
11.8,1.57357,39.0582
11.9,1.5869,40.51593
12,1.60023,40.84431
12.1,1.61363,41.12097
12.2,1.62694,41.42662
12.3,1.64027,42.31223
12.4,1.6536,44.03643
12.5,1.66693,43.21508
12.6,1.68028,44.35619
12.7,1.69364,43.95179
12.8,1.70702,45.1164
12.9,1.72037,45.71909
13,1.73365,46.58511
13.1,1.74691,47.45739
13.2,1.76018,48.3383
13.3,1.77351,47.88453
13.4,1.78687,49.39947
13.5,1.80025,49.15965
13.6,1.81361,49.83051
13.7,1.82696,50.99435
13.8,1.84027,50.30624
13.9,1.85354,52.86118
14,1.86687,51.68011
14.1,1.88028,53.22483
14.2,1.89364,53.59632
14.3,1.90699,54.56735
14.4,1.9203,54.68099
14.5,1.93365,55.7594
14.6,1.94701,56.58701
14.7,1.96034,56.25863
14.8,1.97364,57.61918
14.9,1.98695,58.80417
15,2.00028,58.82533
15.1,2.01355,59.7321
15.2,2.02686,59.8865
15.3,2.04016,60.14826
15.4,2.05354,60.8732
15.5,2.06687,60.88418
15.6,2.0802,61.87168
15.7,2.09356,63.00181
15.8,2.10694,62.53627
15.9,2.12032,63.97754
16,2.13365,64.0661
16.1,2.14698,66.09282
16.2,2.16029,65.67117
16.3,2.17372,67.2927
16.4,2.18695,66.79034
16.5,2.20027,67.54271
16.6,2.21358,67.50666
16.7,2.22696,67.82329
16.8,2.24027,70.05141
16.9,2.25354,70.13605
17,2.26687,70.79596
17.1,2.28025,71.04047
17.2,2.29358,70.35237
17.3,2.30689,71.96684
17.4,2.32024,73.43398
17.5,2.3336,73.02801
17.6,2.34698,73.16438
17.7,2.36028,74.73418
17.8,2.37356,73.83289
17.9,2.38694,76.0093
18,2.40035,75.99441
18.1,2.41368,76.91058
18.2,2.42699,76.83848
18.3,2.44029,78.27348
18.4,2.45357,78.03131
18.5,2.4669,78.79623
18.6,2.48023,79.26568
18.7,2.49358,81.05649
18.8,2.50694,80.48359
18.9,2.52027,81.20931
19,2.53357,81.72814
19.1,2.54688,82.21954
19.2,2.56023,82.91078
19.3,2.57359,83.34027
19.4,2.58692,84.35989
19.5,2.60027,85.0966
19.6,2.61368,85.19613
19.7,2.62701,86.35369
19.8,2.64026,86.77142
19.9,2.65357,87.36235
20,2.6669,86.91249
20.1,2.68031,89.21978
20.2,2.69363,88.84045
20.3,2.70694,89.09986
20.4,2.72024,88.85378
20.5,2.7336,89.86792
20.6,2.74695,90.22216
20.7,2.76028,91.5059
20.8,2.77361,91.62738
20.9,2.78697,92.72852
21,2.8003,92.46205
21.1,2.81358,93.94799
21.2,2.82688,94.07887
21.3,2.84024,95.61655
21.4,2.85362,96.25919
21.5,2.8669,97.13383
21.6,2.88025,97.43714
21.7,2.89356,97.54842
21.8,2.90694,98.13857
21.9,2.92029,98.72951
22,2.93362,98.92387
22.1,2.9469,99.27811
22.2,2.96028,99.41056
22.3,2.97364,100.49837
22.4,2.98692,101.26408
22.5,3.00027,102.46161
22.6,3.01365,101.96864
22.7,3.02701,103.26022
22.8,3.04029,103.38405
22.9,3.05357,105.47503
23,3.06695,104.40994
23.1,3.0803,105.85201
23.2,3.09358,105.76579
23.3,3.10689,107.67731
23.4,3.12022,107.13809
23.5,3.13357,108.31369
23.6,3.14695,108.47591
23.7,3.16021,108.71104
23.8,3.17354,110.02769
23.9,3.18689,110.11547
24,3.20032,110.57395
24.1,3.21363,110.57551
24.2,3.22696,111.65941
24.3,3.24031,112.48075
24.4,3.25362,112.83578
24.5,3.26695,114.27392
24.6,3.28028,113.76292
24.7,3.29366,115.62114
24.8,3.30699,115.61878
24.9,3.32029,115.9558
25,3.33357,116.59766
25.1,3.34685,117.60475
25.2,3.36021,117.30223
25.3,3.37356,119.2106
25.4,3.38689,118.11024
25.5,3.40025,119.61892
25.6,3.41363,119.79447
25.7,3.42691,119.41437
25.8,3.44024,121.34468
25.9,3.45357,120.55626
26,3.46697,122.78517
26.1,3.48033,122.64568
26.2,3.49366,124.61909
26.3,3.50696,124.48193
26.4,3.52029,124.72176
26.5,3.53367,125.22178
26.6,3.54698,125.66067
26.7,3.56031,126.00707
26.8,3.57361,126.30646
26.9,3.58697,127.73518
27,3.60025,128.17955
27.1,3.6135,129.69841
27.2,3.62686,129.32224
27.3,3.64019,130.44296
27.4,3.65354,129.8912
27.5,3.6669,130.85991
27.6,3.68025,130.99313
27.7,3.69361,132.17891
27.8,3.70699,133.19383
27.9,3.72027,132.98067
28,3.7336,134.80046
28.1,3.74695,134.95721
28.2,3.76036,136.83659
28.3,3.77364,135.2715
28.4,3.78692,137.08112
28.5,3.80022,136.38516
28.6,3.8136,138.08115
28.7,3.82693,137.93851
28.8,3.84021,138.75516
28.9,3.85354,138.50827
29,3.8669,140.34846
29.1,3.8803,140.69879
29.2,3.89358,140.9731
29.3,3.90694,141.0405
29.4,3.92029,141.58127
29.5,3.93365,142.56171
29.6,3.94698,141.8587
29.7,3.96023,143.09071
29.8,3.97359,143.99278
29.9,3.98697,143.75218
30,4.00032,145.88469
30.1,4.0136,145.89803
30.2,4.02693,146.73662
30.3,4.04021,145.43484
30.4,4.05357,147.49838
30.5,4.0669,147.40749
30.6,4.08028,148.8605
30.7,4.09363,148.20845
30.8,4.10699,149.09718
30.9,4.12029,149.19516
31,4.1336,150.29002
31.1,4.14693,150.20226
31.2,4.16026,151.25714
31.3,4.17356,151.65919
31.4,4.18692,151.33943
31.5,4.20032,152.1788
31.6,4.21368,152.90062
31.7,4.22693,153.82149
31.8,4.24021,154.73923
31.9,4.25354,155.73456
32,4.26695,155.73613
32.1,4.28028,156.03082
32.2,4.29358,156.26985
32.3,4.30691,157.0426
32.4,4.32027,158.27383
32.5,4.3336,158.23465
32.6,4.34695,158.45958
32.7,4.36028,159.79662
32.8,4.37364,159.93925
32.9,4.38697,160.08032
33,4.40025,161.72693
33.1,4.41358,160.99886
33.2,4.42693,162.6235
33.3,4.44029,162.99107
33.4,4.45359,163.5295
33.5,4.46692,163.95349
33.6,4.48023,163.69174
33.7,4.49358,165.75058
33.8,4.50691,164.84538
33.9,4.52024,166.60014
34,4.53357,165.56483
34.1,4.5469,167.24043
34.2,4.56031,167.06645
34.3,4.57356,167.67307
34.4,4.58694,168.09549
34.5,4.6003,169.06731
34.6,4.61368,169.61356
34.7,4.62693,170.21938
34.8,4.64026,170.90593
34.9,4.65359,170.79073
35,4.66697,171.55406
35.1,4.6803,171.95454
35.2,4.69358,172.91696
35.3,4.70686,173.53375
35.4,4.72022,174.4319
35.5,4.73362,172.75081
35.6,4.74688,174.57454
35.7,4.76021,175.88885
35.8,4.77356,175.03694
35.9,4.78697,176.54797
36,4.8003,175.80029
36.1,4.81363,177.24783
36.2,4.82698,177.59894
36.3,4.84026,178.9924
36.4,4.85359,178.56528
36.5,4.86695,180.38351
36.6,4.8803,180.2299
36.7,4.89366,180.24872
36.8,4.90699,180.25577
36.9,4.92027,181.62022
37,4.93357,182.29189
37.1,4.94688,183.08894
37.2,4.96021,182.73705
37.3,4.97351,183.55605
37.4,4.98692,183.61717
37.5,5.00032,183.51607
37.6,5.0136,185.52397
37.7,5.02691,185.64467
37.8,5.04021,185.17599
37.9,5.05362,186.23795
38,5.067,185.95346
38.1,5.08033,187.40883
38.2,5.09363,187.43391
38.3,5.10694,188.42455
38.4,5.12032,187.66197
38.5,5.13365,189.13303
38.6,5.14695,188.21606
38.7,5.16026,189.89558
38.8,5.17361,189.88618
38.9,5.18692,190.42931
39,5.2002,190.33682
39.1,5.21353,190.916
39.2,5.22691,191.1088
39.3,5.24026,191.87137
39.4,5.25359,192.02576
39.5,5.26695,193.69432
39.6,5.2803,192.44427
39.7,5.29368,192.88942
39.8,5.30696,193.7092
39.9,5.32027,194.17865
40,5.3336,195.65991
40.1,5.34698,194.89575
40.2,5.36028,194.94827
40.3,5.37356,196.03059
40.4,5.38689,195.36992
40.5,5.4003,196.07448
40.6,5.41363,196.32607
40.7,5.42688,197.79555
40.8,5.44021,196.80727
40.9,5.45357,198.50247
41,5.46695,197.57533
41.1,5.48028,198.76894
41.2,5.49358,198.21014
41.3,5.50694,199.46095
41.4,5.52034,199.22664
41.5,5.53365,199.97586
41.6,5.5469,200.04956
41.7,5.56026,200.28778
41.8,5.57364,201.81998
41.9,5.58699,200.61382
42,5.60027,202.31139
42.1,5.6136,201.26039
42.2,5.62688,201.81528
42.3,5.64021,202.65935
42.4,5.65354,203.86316
42.5,5.66695,202.54962
42.6,5.6803,203.89215
42.7,5.69366,203.42036
42.8,5.70696,203.50813
42.9,5.72027,203.41957
43,5.73362,204.5403
43.1,5.74695,205.2049
43.2,5.76023,204.8867
43.3,5.77359,205.73155
43.4,5.78697,205.31697
43.5,5.80035,205.57011
43.6,5.81358,207.24808
43.7,5.82686,206.40948
43.8,5.84021,206.69945
43.9,5.85362,206.12029
44,5.86695,207.14775
44.1,5.88028,206.20728
44.2,5.89358,206.96278
44.3,5.90694,207.5498
44.4,5.92029,208.9174
44.5,5.93362,207.01453
44.6,5.94695,208.84529
44.7,5.96033,208.21362
44.8,5.97366,208.43541
44.9,5.98692,209.37354
45,6.00022,210.27638
45.1,6.01358,209.36255
45.2,6.02693,211.64555
45.3,6.04024,210.27873
45.4,6.05357,210.61104
45.5,6.0669,209.79361
45.6,6.08025,210.61104
45.7,6.09361,210.0107
45.8,6.10691,210.76228
45.9,6.12024,210.72859
46,6.1336,211.20746
46.1,6.14698,212.03114
46.2,6.16026,212.23491
46.3,6.17359,211.5954
46.4,6.18697,212.35167
46.5,6.20035,211.72472
46.6,6.21363,211.7686
46.7,6.22696,212.58211
46.8,6.24026,213.67383
46.9,6.25364,212.91597
47,6.26695,214.1472
47.1,6.2802,212.96925
47.2,6.29353,214.23027
47.3,6.30686,213.23338
47.4,6.32027,214.14563
47.5,6.33352,213.74515
47.6,6.34688,214.30081
47.7,6.36026,215.13705
47.8,6.37366,214.34157
47.9,6.38697,215.64882
48,6.4003,214.72168
48.1,6.41365,215.57985
48.2,6.42696,215.14252
48.3,6.44029,216.09476
48.4,6.45362,215.16447
48.5,6.467,217.05875
48.6,6.48033,216.36829
48.7,6.49363,215.83066
48.8,6.50691,216.49446
48.9,6.52024,216.46077
49,6.53352,216.64258
49.1,6.54688,216.60339
49.2,6.56018,217.17395
49.3,6.57359,217.87537
49.4,6.58699,217.92241
49.5,6.6003,217.54387
49.6,6.61357,217.74841
49.7,6.62688,218.19435
49.8,6.64029,217.38086
49.9,6.65367,217.94983
50,6.667,217.25388
50.1,6.6803,218.88875
50.2,6.69361,217.8127
50.3,6.70696,219.48045
50.4,6.72027,218.4334
50.5,6.7336,219.78218
50.6,6.7469,218.28606
50.7,6.76028,220.05336
50.8,6.77356,219.01962
50.9,6.78687,219.77513
51,6.80019,220.10431
51.1,6.8136,220.16072
51.2,6.82693,220.39662
51.3,6.84024,220.75635
51.4,6.85359,219.15599
51.5,6.86692,220.11842
51.6,6.88033,221.10355
51.7,6.89361,220.4225
51.8,6.90694,220.82611
51.9,6.92024,220.6106
52,6.93365,221.31046
52.1,6.94698,220.66936
52.2,6.96023,221.48523
52.3,6.97359,221.47032
52.4,6.98694,221.3269
52.5,7.00027,221.48288
52.6,7.01355,221.64746
52.7,7.02688,222.02676
52.8,7.04026,221.97191
52.9,7.05364,222.15218
53,7.06697,221.28224
53.1,7.08028,223.33795
53.2,7.09361,221.9782
53.3,7.10699,223.13026
53.4,7.12032,222.13885
53.5,7.13355,223.00095
53.6,7.14688,223.23451
53.7,7.16028,222.66396
53.8,7.17366,222.68198
53.9,7.18694,223.29015
54,7.20027,223.23215
54.1,7.21355,223.17493
54.2,7.2269,225.175
54.3,7.24023,222.87006
54.4,7.25362,222.84186
54.5,7.26697,223.07933
54.6,7.28033,223.52213
54.7,7.29363,223.19923
54.8,7.30696,224.63895
54.9,7.32029,223.75412
55,7.33362,223.66399
55.1,7.3469,224.76668
55.2,7.36023,223.63498
55.3,7.37363,224.60602
55.4,7.38699,224.0629
55.5,7.40024,224.55664
55.6,7.41352,224.11148
55.7,7.42685,224.58644
55.8,7.44026,225.22437
55.9,7.45359,224.61934
56,7.46694,225.07547
56.1,7.48025,224.1734
56.2,7.49363,225.44539
56.3,7.50699,224.49396
56.4,7.52029,225.13033
56.5,7.53365,224.59976
56.6,7.547,226.28709
56.7,7.56033,223.75958
56.8,7.57361,225.80826
56.9,7.58689,224.74474
57,7.60022,225.13347
57.1,7.6136,224.31134
57.2,7.6269,225.72754
57.3,7.64021,225.85686
57.4,7.65354,225.80667
57.5,7.66689,225.35838
57.6,7.68025,225.93443
57.7,7.69355,226.33963
57.8,7.70691,225.83881
57.9,7.72029,225.75183
58,7.73367,225.07312
58.1,7.74695,225.86861
58.2,7.76025,225.86156
58.3,7.77363,226.09041
58.4,7.78702,226.44151
58.5,7.80029,226.15152
58.6,7.81357,225.87408
58.7,7.82688,225.45087
58.8,7.84029,225.92189
58.9,7.85362,225.1123
59,7.86689,227.12804
59.1,7.8802,226.19305
59.2,7.89353,226.78087
59.3,7.90696,225.98146
59.4,7.92021,226.02142
59.5,7.93354,225.1993
59.6,7.94692,226.18915
59.7,7.96033,226.15387
59.8,7.97366,225.49634
59.9,7.98696,226.32472
60,8.00032,226.2683
60.1,8.01363,227.0873
60.2,8.02693,226.25105
60.3,8.04026,226.86235
60.4,8.05361,226.24321
60.5,8.06697,226.3647
60.6,8.0803,225.57626
60.7,8.09358,226.87099
60.8,8.10691,226.00966
60.9,8.12021,226.68445
61,8.13354,226.42976
61.1,8.14685,226.14603
61.2,8.16023,225.99713
61.3,8.17366,226.34668
61.4,8.18699,225.84822
61.5,8.20027,226.11078
61.6,8.21355,226.19385
61.626,8.217,226.12645
